order_id,consumer_id,farmer_id,crop,distance_km,quantity_kg,local_emissions_kg_co2,baseline_emissions_kg_co2,emissions_saved_kg_co2,pct_reduction_vs_baseline,sustainability_score
ORD-000866,CONS-0588,FARM-0102,Onion,11.2,1,0.0013,0.104,0.1027,98.8,98.8
ORD-000867,CONS-0661,FARM-0093,Methi,2.1,9,0.0023,0.936,0.9337,99.8,99.8
ORD-000868,CONS-0758,FARM-0060,Methi,15.4,5,0.0092,0.52,0.5108,98.2,98.2
ORD-000869,CONS-0555,FARM-0128,Brinjal,11.3,5,0.0068,0.52,0.5132,98.7,98.7
ORD-000870,CONS-0400,FARM-0111,Methi,6.0,7,0.005,0.728,0.723,99.3,99.3
ORD-000871,CONS-0018,FARM-0037,Tomato,15.4,1,0.0018,0.104,0.1022,98.3,98.3
ORD-000872,CONS-0670,FARM-0142,Bhindi (Ladies finger),5.8,3,0.0021,0.312,0.3099,99.3,99.3
ORD-000873,CONS-0042,FARM-0031,Elephant Yam (Suran),2.6,7,0.0022,0.728,0.7258,99.7,99.7
ORD-000874,CONS-0048,FARM-0008,Tomato,17.1,1,0.0021,0.104,0.1019,98.0,98.0
ORD-000875,CONS-0062,FARM-0008,Tomato,16.3,2,0.0039,0.208,0.2041,98.1,98.1
ORD-000876,CONS-0636,FARM-0117,Elephant Yam (Suran),13.4,1,0.0016,0.104,0.1024,98.5,98.5
ORD-000877,CONS-0779,FARM-0002,Methi,19.9,1,0.0024,0.104,0.1016,97.7,97.7
ORD-000878,CONS-0426,FARM-0069,Onion,15.3,3,0.0055,0.312,0.3065,98.2,98.2
ORD-000879,CONS-0223,FARM-0110,Tomato,9.1,2,0.0022,0.208,0.2058,98.9,98.9
ORD-000880,CONS-0266,FARM-0126,Brinjal,11.2,8,0.0108,0.832,0.8212,98.7,98.7
ORD-000881,CONS-0511,FARM-0093,Methi,3.4,3,0.0012,0.312,0.3108,99.6,99.6
ORD-000882,CONS-0171,FARM-0148,Tomato,6.8,1,0.0008,0.104,0.1032,99.2,99.2
ORD-000883,CONS-0541,FARM-0109,Methi,13.0,6,0.0094,0.624,0.6146,98.5,98.5
ORD-000884,CONS-0325,FARM-0142,Bhindi (Ladies finger),4.9,2,0.0012,0.208,0.2068,99.4,99.4
ORD-000885,CONS-0176,FARM-0109,Methi,6.3,2,0.0015,0.208,0.2065,99.3,99.3
ORD-000886,CONS-0340,FARM-0140,Bhindi (Ladies finger),19.4,3,0.007,0.312,0.305,97.8,97.8
ORD-000887,CONS-0435,FARM-0052,Methi,2.4,4,0.0012,0.416,0.4148,99.7,99.7
ORD-000888,CONS-0364,FARM-0121,Methi,18.1,8,0.0174,0.832,0.8146,97.9,97.9
ORD-000889,CONS-0661,FARM-0104,Potato,5.1,9,0.0055,0.936,0.9305,99.4,99.4
ORD-000890,CONS-0518,FARM-0008,Tomato,9.4,8,0.009,0.832,0.823,98.9,98.9
ORD-000891,CONS-0124,FARM-0142,Bhindi (Ladies finger),5.3,1,0.0006,0.104,0.1034,99.4,99.4
ORD-000892,CONS-0238,FARM-0141,Elephant Yam (Suran),7.1,5,0.0043,0.52,0.5157,99.2,99.2
ORD-000893,CONS-0022,FARM-0093,Tomato,8.7,3,0.0031,0.312,0.3089,99.0,99.0
ORD-000894,CONS-0512,FARM-0146,Bhindi (Ladies finger),19.9,3,0.0072,0.312,0.3048,97.7,97.7
ORD-000895,CONS-0278,FARM-0142,Methi,5.0,9,0.0054,0.936,0.9306,99.4,99.4
ORD-000896,CONS-0452,FARM-0050,Tomato,10.5,7,0.0088,0.728,0.7192,98.8,98.8
ORD-000897,CONS-0044,FARM-0005,Onion,4.9,4,0.0024,0.416,0.4136,99.4,99.4
ORD-000898,CONS-0583,FARM-0021,Bhindi (Ladies finger),6.0,1,0.0007,0.104,0.1033,99.3,99.3
ORD-000899,CONS-0429,FARM-0016,Methi,14.0,1,0.0017,0.104,0.1023,98.4,98.4
ORD-000900,CONS-0146,FARM-0053,Methi,16.3,3,0.0059,0.312,0.3061,98.1,98.1
ORD-000901,CONS-0201,FARM-0005,Onion,5.5,7,0.0046,0.728,0.7234,99.4,99.4
ORD-000902,CONS-0019,FARM-0077,Bhindi (Ladies finger),18.8,6,0.0135,0.624,0.6105,97.8,97.8
ORD-000903,CONS-0148,FARM-0142,Methi,1.4,4,0.0007,0.416,0.4153,99.8,99.8
ORD-000904,CONS-0155,FARM-0037,Tomato,9.6,7,0.0081,0.728,0.7199,98.9,98.9
ORD-000905,CONS-0712,FARM-0117,Elephant Yam (Suran),6.8,3,0.0024,0.312,0.3096,99.2,99.2
ORD-000906,CONS-0141,FARM-0133,Potato,10.8,5,0.0065,0.52,0.5135,98.8,98.8
ORD-000907,CONS-0508,FARM-0005,Onion,4.3,7,0.0036,0.728,0.7244,99.5,99.5
ORD-000908,CONS-0458,FARM-0060,Elephant Yam (Suran),10.6,6,0.0076,0.624,0.6164,98.8,98.8
ORD-000909,CONS-0236,FARM-0040,Methi,12.2,1,0.0015,0.104,0.1025,98.6,98.6
ORD-000910,CONS-0022,FARM-0119,Tomato,8.6,3,0.0031,0.312,0.3089,99.0,99.0
ORD-000911,CONS-0021,FARM-0030,Methi,20.9,5,0.0125,0.52,0.5075,97.6,97.6
ORD-000912,CONS-0143,FARM-0041,Onion,14.2,5,0.0085,0.52,0.5115,98.4,98.4
ORD-000913,CONS-0745,FARM-0093,Methi,8.8,2,0.0021,0.208,0.2059,99.0,99.0
ORD-000914,CONS-0462,FARM-0039,Brinjal,5.4,6,0.0039,0.624,0.6201,99.4,99.4
ORD-000915,CONS-0501,FARM-0119,Tomato,5.3,4,0.0025,0.416,0.4135,99.4,99.4
ORD-000916,CONS-0714,FARM-0023,Tomato,11.8,4,0.0057,0.416,0.4103,98.6,98.6
ORD-000917,CONS-0490,FARM-0093,Brinjal,5.4,5,0.0032,0.52,0.5168,99.4,99.4
ORD-000918,CONS-0736,FARM-0126,Potato,12.0,5,0.0072,0.52,0.5128,98.6,98.6
ORD-000919,CONS-0645,FARM-0067,Tomato,12.7,1,0.0015,0.104,0.1025,98.6,98.6
ORD-000920,CONS-0049,FARM-0096,Brinjal,8.1,5,0.0049,0.52,0.5151,99.1,99.1
ORD-000921,CONS-0407,FARM-0127,Tomato,1.5,2,0.0004,0.208,0.2076,99.8,99.8
ORD-000922,CONS-0112,FARM-0096,Brinjal,7.4,1,0.0009,0.104,0.1031,99.1,99.1
ORD-000923,CONS-0437,FARM-0056,Bhindi (Ladies finger),4.9,9,0.0053,0.936,0.9307,99.4,99.4
ORD-000924,CONS-0457,FARM-0052,Methi,2.9,3,0.001,0.312,0.311,99.7,99.7
ORD-000925,CONS-0334,FARM-0037,Tomato,10.4,7,0.0087,0.728,0.7193,98.8,98.8
ORD-000926,CONS-0427,FARM-0107,Potato,5.5,7,0.0046,0.728,0.7234,99.4,99.4
ORD-000927,CONS-0256,FARM-0119,Onion,12.7,2,0.003,0.208,0.205,98.6,98.6
ORD-000928,CONS-0186,FARM-0096,Brinjal,5.4,9,0.0058,0.936,0.9302,99.4,99.4
ORD-000929,CONS-0691,FARM-0062,Elephant Yam (Suran),4.6,4,0.0022,0.416,0.4138,99.5,99.5
ORD-000930,CONS-0721,FARM-0052,Methi,12.2,5,0.0073,0.52,0.5127,98.6,98.6
ORD-000931,CONS-0192,FARM-0046,Methi,23.9,3,0.0086,0.312,0.3034,97.2,97.2
ORD-000932,CONS-0006,FARM-0046,Methi,15.2,1,0.0018,0.104,0.1022,98.3,98.3
ORD-000933,CONS-0406,FARM-0060,Methi,17.3,3,0.0062,0.312,0.3058,98.0,98.0
ORD-000934,CONS-0289,FARM-0021,Bhindi (Ladies finger),2.2,7,0.0018,0.728,0.7262,99.8,99.8
ORD-000935,CONS-0691,FARM-0142,Methi,4.8,9,0.0052,0.936,0.9308,99.4,99.4
ORD-000936,CONS-0443,FARM-0133,Potato,6.9,5,0.0041,0.52,0.5159,99.2,99.2
ORD-000937,CONS-0610,FARM-0110,Tomato,9.0,7,0.0076,0.728,0.7204,99.0,99.0
ORD-000938,CONS-0713,FARM-0096,Brinjal,4.5,5,0.0027,0.52,0.5173,99.5,99.5
ORD-000939,CONS-0769,FARM-0138,Brinjal,11.3,1,0.0014,0.104,0.1026,98.7,98.7
ORD-000940,CONS-0476,FARM-0046,Brinjal,17.1,3,0.0062,0.312,0.3058,98.0,98.0
ORD-000941,CONS-0775,FARM-0008,Tomato,13.0,8,0.0125,0.832,0.8195,98.5,98.5
ORD-000942,CONS-0525,FARM-0132,Methi,3.4,8,0.0033,0.832,0.8287,99.6,99.6
ORD-000943,CONS-0056,FARM-0067,Tomato,6.7,1,0.0008,0.104,0.1032,99.2,99.2
ORD-000944,CONS-0661,FARM-0067,Methi,9.9,2,0.0024,0.208,0.2056,98.8,98.8
ORD-000945,CONS-0446,FARM-0067,Methi,11.2,5,0.0067,0.52,0.5133,98.7,98.7
ORD-000946,CONS-0391,FARM-0117,Elephant Yam (Suran),2.1,9,0.0023,0.936,0.9337,99.8,99.8
ORD-000947,CONS-0596,FARM-0138,Methi,11.6,9,0.0125,0.936,0.9235,98.7,98.7
ORD-000948,CONS-0037,FARM-0123,Methi,8.9,6,0.0064,0.624,0.6176,99.0,99.0
ORD-000949,CONS-0463,FARM-0086,Tomato,6.5,3,0.0023,0.312,0.3097,99.3,99.3
ORD-000950,CONS-0000,FARM-0133,Potato,6.6,1,0.0008,0.104,0.1032,99.2,99.2
ORD-000951,CONS-0005,FARM-0097,Tomato,9.7,6,0.007,0.624,0.617,98.9,98.9
ORD-000952,CONS-0049,FARM-0042,Elephant Yam (Suran),15.4,5,0.0092,0.52,0.5108,98.2,98.2
ORD-000953,CONS-0588,FARM-0008,Brinjal,26.7,3,0.0096,0.312,0.3024,96.9,96.9
ORD-000954,CONS-0730,FARM-0015,Methi,11.9,8,0.0114,0.832,0.8206,98.6,98.6
ORD-000955,CONS-0018,FARM-0083,Elephant Yam (Suran),11.0,9,0.0119,0.936,0.9241,98.7,98.7
ORD-000956,CONS-0436,FARM-0138,Methi,17.2,6,0.0124,0.624,0.6116,98.0,98.0
ORD-000957,CONS-0777,FARM-0002,Methi,16.1,1,0.0019,0.104,0.1021,98.2,98.2
ORD-000958,CONS-0338,FARM-0097,Tomato,8.6,4,0.0041,0.416,0.4119,99.0,99.0
ORD-000959,CONS-0479,FARM-0096,Brinjal,5.8,3,0.0021,0.312,0.3099,99.3,99.3
ORD-000960,CONS-0735,FARM-0109,Methi,1.4,8,0.0013,0.832,0.8307,99.8,99.8
ORD-000961,CONS-0642,FARM-0007,Methi,8.5,7,0.0071,0.728,0.7209,99.0,99.0
ORD-000962,CONS-0222,FARM-0067,Methi,8.1,3,0.0029,0.312,0.3091,99.1,99.1
ORD-000963,CONS-0054,FARM-0125,Elephant Yam (Suran),12.6,9,0.0136,0.936,0.9224,98.5,98.5
ORD-000964,CONS-0204,FARM-0016,Methi,6.9,9,0.0075,0.936,0.9285,99.2,99.2
ORD-000965,CONS-0353,FARM-0060,Elephant Yam (Suran),7.9,5,0.0047,0.52,0.5153,99.1,99.1
ORD-000966,CONS-0644,FARM-0125,Elephant Yam (Suran),7.7,3,0.0028,0.312,0.3092,99.1,99.1
ORD-000967,CONS-0361,FARM-0128,Methi,20.1,4,0.0096,0.416,0.4064,97.7,97.7
ORD-000968,CONS-0603,FARM-0142,Methi,8.0,1,0.001,0.104,0.103,99.0,99.0
ORD-000969,CONS-0148,FARM-0015,Methi,10.5,1,0.0013,0.104,0.1027,98.8,98.8
ORD-000970,CONS-0686,FARM-0064,Tomato,7.0,3,0.0025,0.312,0.3095,99.2,99.2
ORD-000971,CONS-0592,FARM-0039,Brinjal,2.4,8,0.0023,0.832,0.8297,99.7,99.7
ORD-000972,CONS-0046,FARM-0021,Bhindi (Ladies finger),2.0,1,0.0002,0.104,0.1038,99.8,99.8
ORD-000973,CONS-0193,FARM-0110,Tomato,8.1,2,0.0019,0.208,0.2061,99.1,99.1
ORD-000974,CONS-0003,FARM-0033,Tomato,8.1,2,0.0019,0.208,0.2061,99.1,99.1
ORD-000975,CONS-0239,FARM-0086,Tomato,7.8,5,0.0047,0.52,0.5153,99.1,99.1
ORD-000976,CONS-0766,FARM-0123,Methi,8.7,7,0.0073,0.728,0.7207,99.0,99.0
ORD-000977,CONS-0201,FARM-0017,Bhindi (Ladies finger),8.1,4,0.0039,0.416,0.4121,99.1,99.1
ORD-000978,CONS-0720,FARM-0017,Bhindi (Ladies finger),10.6,7,0.0089,0.728,0.7191,98.8,98.8
ORD-000979,CONS-0495,FARM-0056,Bhindi (Ladies finger),3.3,8,0.0032,0.832,0.8288,99.6,99.6
ORD-000980,CONS-0678,FARM-0067,Brinjal,9.7,7,0.0081,0.728,0.7199,98.9,98.9
ORD-000981,CONS-0289,FARM-0097,Tomato,6.7,4,0.0032,0.416,0.4128,99.2,99.2
ORD-000982,CONS-0607,FARM-0050,Tomato,9.4,4,0.0045,0.416,0.4115,98.9,98.9
ORD-000983,CONS-0143,FARM-0105,Bhindi (Ladies finger),9.1,5,0.0055,0.52,0.5145,98.9,98.9
ORD-000984,CONS-0739,FARM-0125,Elephant Yam (Suran),2.9,7,0.0024,0.728,0.7256,99.7,99.7
ORD-000985,CONS-0480,FARM-0128,Methi,18.6,4,0.0089,0.416,0.4071,97.9,97.9
ORD-000986,CONS-0768,FARM-0023,Tomato,11.7,7,0.0098,0.728,0.7182,98.7,98.7
ORD-000987,CONS-0775,FARM-0081,Onion,15.4,6,0.0111,0.624,0.6129,98.2,98.2
ORD-000988,CONS-0245,FARM-0084,Potato,21.2,5,0.0127,0.52,0.5073,97.6,97.6
ORD-000989,CONS-0689,FARM-0120,Methi,20.5,7,0.0172,0.728,0.7108,97.6,97.6
ORD-000990,CONS-0210,FARM-0017,Methi,9.5,2,0.0023,0.208,0.2057,98.9,98.9
ORD-000991,CONS-0662,FARM-0105,Bhindi (Ladies finger),3.4,1,0.0004,0.104,0.1036,99.6,99.6
ORD-000992,CONS-0011,FARM-0127,Tomato,1.9,3,0.0007,0.312,0.3113,99.8,99.8
ORD-000993,CONS-0454,FARM-0060,Bhindi (Ladies finger),4.4,4,0.0021,0.416,0.4139,99.5,99.5
ORD-000994,CONS-0307,FARM-0018,Onion,8.7,1,0.001,0.104,0.103,99.0,99.0
ORD-000995,CONS-0307,FARM-0039,Brinjal,3.0,6,0.0022,0.624,0.6218,99.6,99.6
ORD-000996,CONS-0570,FARM-0030,Methi,21.1,8,0.0203,0.832,0.8117,97.6,97.6
ORD-000997,CONS-0413,FARM-0053,Methi,25.1,6,0.0181,0.624,0.6059,97.1,97.1
ORD-000998,CONS-0070,FARM-0007,Methi,5.8,1,0.0007,0.104,0.1033,99.3,99.3
ORD-000999,CONS-0743,FARM-0005,Elephant Yam (Suran),4.8,1,0.0006,0.104,0.1034,99.4,99.4
ORD-001000,CONS-0322,FARM-0093,Tomato,3.1,8,0.003,0.832,0.829,99.6,99.6
ORD-001001,CONS-0191,FARM-0048,Bhindi (Ladies finger),13.0,8,0.0125,0.832,0.8195,98.5,98.5
ORD-001002,CONS-0742,FARM-0093,Tomato,10.6,1,0.0013,0.104,0.1027,98.8,98.8
ORD-001003,CONS-0000,FARM-0039,Brinjal,4.8,2,0.0012,0.208,0.2068,99.4,99.4
ORD-001004,CONS-0388,FARM-0126,Brinjal,6.9,6,0.005,0.624,0.619,99.2,99.2
ORD-001005,CONS-0197,FARM-0119,Tomato,5.0,5,0.003,0.52,0.517,99.4,99.4
ORD-001006,CONS-0537,FARM-0055,Bhindi (Ladies finger),20.4,1,0.0024,0.104,0.1016,97.7,97.7
ORD-001007,CONS-0119,FARM-0114,Onion,9.3,1,0.0011,0.104,0.1029,98.9,98.9
ORD-001008,CONS-0010,FARM-0099,Green Chilli,2.6,1,0.0003,0.104,0.1037,99.7,99.7
ORD-001009,CONS-0328,FARM-0017,Methi,8.8,2,0.0021,0.208,0.2059,99.0,99.0
ORD-001010,CONS-0432,FARM-0121,Potato,16.3,5,0.0098,0.52,0.5102,98.1,98.1
ORD-001011,CONS-0240,FARM-0017,Methi,5.6,8,0.0054,0.832,0.8266,99.4,99.4
ORD-001012,CONS-0209,FARM-0132,Methi,9.1,1,0.0011,0.104,0.1029,98.9,98.9
ORD-001013,CONS-0251,FARM-0007,Methi,2.5,9,0.0027,0.936,0.9333,99.7,99.7
ORD-001014,CONS-0438,FARM-0110,Tomato,7.8,4,0.0037,0.416,0.4123,99.1,99.1
ORD-001015,CONS-0135,FARM-0019,Potato,5.7,8,0.0055,0.832,0.8265,99.3,99.3
ORD-001016,CONS-0726,FARM-0117,Elephant Yam (Suran),3.4,8,0.0033,0.832,0.8287,99.6,99.6
ORD-001017,CONS-0005,FARM-0018,Onion,8.4,5,0.005,0.52,0.515,99.0,99.0
ORD-001018,CONS-0479,FARM-0126,Brinjal,10.7,6,0.0077,0.624,0.6163,98.8,98.8
ORD-001019,CONS-0554,FARM-0019,Potato,2.3,5,0.0014,0.52,0.5186,99.7,99.7
ORD-001020,CONS-0642,FARM-0127,Tomato,3.9,8,0.0037,0.832,0.8283,99.6,99.6
ORD-001021,CONS-0071,FARM-0093,Tomato,4.4,3,0.0016,0.312,0.3104,99.5,99.5
ORD-001022,CONS-0073,FARM-0138,Methi,13.2,7,0.0111,0.728,0.7169,98.5,98.5
ORD-001023,CONS-0265,FARM-0005,Elephant Yam (Suran),4.5,2,0.0011,0.208,0.2069,99.5,99.5
ORD-001024,CONS-0286,FARM-0123,Methi,16.2,2,0.0039,0.208,0.2041,98.1,98.1
ORD-001025,CONS-0796,FARM-0024,Onion,9.8,5,0.0059,0.52,0.5141,98.9,98.9
ORD-001026,CONS-0662,FARM-0106,Methi,6.0,1,0.0007,0.104,0.1033,99.3,99.3
ORD-001027,CONS-0234,FARM-0050,Tomato,12.6,2,0.003,0.208,0.205,98.6,98.6
ORD-001028,CONS-0113,FARM-0067,Tomato,5.9,8,0.0057,0.832,0.8263,99.3,99.3
ORD-001029,CONS-0180,FARM-0083,Onion,16.9,2,0.0041,0.208,0.2039,98.0,98.0
ORD-001030,CONS-0089,FARM-0132,Methi,4.3,3,0.0015,0.312,0.3105,99.5,99.5
ORD-001031,CONS-0224,FARM-0064,Tomato,10.7,9,0.0116,0.936,0.9244,98.8,98.8
ORD-001032,CONS-0555,FARM-0111,Methi,6.7,6,0.0048,0.624,0.6192,99.2,99.2
ORD-001033,CONS-0786,FARM-0062,Brinjal,4.1,2,0.001,0.208,0.207,99.5,99.5
ORD-001034,CONS-0398,FARM-0119,Onion,7.9,4,0.0038,0.416,0.4122,99.1,99.1
ORD-001035,CONS-0709,FARM-0005,Elephant Yam (Suran),6.6,5,0.004,0.52,0.516,99.2,99.2
ORD-001036,CONS-0252,FARM-0097,Tomato,9.9,1,0.0012,0.104,0.1028,98.8,98.8
ORD-001037,CONS-0319,FARM-0006,Potato,12.3,6,0.0089,0.624,0.6151,98.6,98.6
ORD-001038,CONS-0759,FARM-0117,Brinjal,3.9,8,0.0037,0.832,0.8283,99.6,99.6
ORD-001039,CONS-0531,FARM-0135,Onion,6.3,2,0.0015,0.208,0.2065,99.3,99.3
ORD-001040,CONS-0701,FARM-0116,Methi,18.2,9,0.0197,0.936,0.9163,97.9,97.9
ORD-001041,CONS-0027,FARM-0093,Brinjal,6.7,5,0.004,0.52,0.516,99.2,99.2
ORD-001042,CONS-0420,FARM-0106,Tomato,13.7,2,0.0033,0.208,0.2047,98.4,98.4
ORD-001043,CONS-0746,FARM-0033,Tomato,13.1,3,0.0047,0.312,0.3073,98.5,98.5
ORD-001044,CONS-0102,FARM-0056,Bhindi (Ladies finger),9.1,1,0.0011,0.104,0.1029,98.9,98.9
ORD-001045,CONS-0425,FARM-0114,Tomato,14.3,2,0.0034,0.208,0.2046,98.4,98.4
ORD-001046,CONS-0670,FARM-0016,Methi,15.6,6,0.0112,0.624,0.6128,98.2,98.2
ORD-001047,CONS-0501,FARM-0093,Tomato,5.8,9,0.0063,0.936,0.9297,99.3,99.3
ORD-001048,CONS-0334,FARM-0132,Methi,7.4,7,0.0062,0.728,0.7218,99.1,99.1
ORD-001049,CONS-0531,FARM-0135,Onion,6.3,1,0.0008,0.104,0.1032,99.2,99.2
ORD-001050,CONS-0452,FARM-0106,Tomato,12.7,6,0.0091,0.624,0.6149,98.5,98.5
ORD-001051,CONS-0194,FARM-0046,Peas,7.3,4,0.0035,0.416,0.4125,99.2,99.2
ORD-001052,CONS-0722,FARM-0006,Methi,8.2,5,0.0049,0.52,0.5151,99.1,99.1
ORD-001053,CONS-0149,FARM-0018,Onion,9.6,5,0.0058,0.52,0.5142,98.9,98.9
ORD-001054,CONS-0413,FARM-0024,Onion,18.0,1,0.0022,0.104,0.1018,97.9,97.9
ORD-001055,CONS-0258,FARM-0036,Onion,17.2,1,0.0021,0.104,0.1019,98.0,98.0
ORD-001056,CONS-0321,FARM-0116,Tomato,10.8,2,0.0026,0.208,0.2054,98.8,98.8
ORD-001057,CONS-0446,FARM-0019,Brinjal,3.1,6,0.0022,0.624,0.6218,99.6,99.6
ORD-001058,CONS-0363,FARM-0064,Green Chilli,5.2,2,0.0012,0.208,0.2068,99.4,99.4
ORD-001059,CONS-0544,FARM-0104,Potato,5.3,4,0.0025,0.416,0.4135,99.4,99.4
ORD-001060,CONS-0018,FARM-0069,Onion,15.5,6,0.0112,0.624,0.6128,98.2,98.2
ORD-001061,CONS-0216,FARM-0002,Methi,10.4,5,0.0062,0.52,0.5138,98.8,98.8
ORD-001062,CONS-0421,FARM-0086,Tomato,5.5,6,0.004,0.624,0.62,99.4,99.4
ORD-001063,CONS-0719,FARM-0005,Elephant Yam (Suran),13.6,3,0.0049,0.312,0.3071,98.4,98.4
ORD-001064,CONS-0608,FARM-0116,Methi,14.5,2,0.0035,0.208,0.2045,98.3,98.3
ORD-001065,CONS-0732,FARM-0090,Onion,20.2,5,0.0121,0.52,0.5079,97.7,97.7
ORD-001066,CONS-0492,FARM-0042,Potato,0.2,6,0.0001,0.624,0.6239,100.0,100.0
ORD-001067,CONS-0579,FARM-0132,Methi,10.8,8,0.0104,0.832,0.8216,98.8,98.8
ORD-001068,CONS-0093,FARM-0107,Potato,3.7,9,0.004,0.936,0.932,99.6,99.6
ORD-001069,CONS-0722,FARM-0005,Onion,18.7,2,0.0045,0.208,0.2035,97.8,97.8
ORD-001070,CONS-0367,FARM-0005,Elephant Yam (Suran),10.3,5,0.0062,0.52,0.5138,98.8,98.8
ORD-001071,CONS-0225,FARM-0132,Methi,8.7,7,0.0073,0.728,0.7207,99.0,99.0
ORD-001072,CONS-0622,FARM-0041,Onion,17.1,3,0.0062,0.312,0.3058,98.0,98.0
ORD-001073,CONS-0428,FARM-0143,Methi,16.6,3,0.006,0.312,0.306,98.1,98.1
ORD-001074,CONS-0311,FARM-0045,Potato,12.2,5,0.0073,0.52,0.5127,98.6,98.6
ORD-001075,CONS-0744,FARM-0081,Onion,19.1,2,0.0046,0.208,0.2034,97.8,97.8
ORD-001076,CONS-0333,FARM-0033,Tomato,6.5,7,0.0055,0.728,0.7225,99.2,99.2
ORD-001077,CONS-0478,FARM-0005,Elephant Yam (Suran),3.4,4,0.0016,0.416,0.4144,99.6,99.6
ORD-001078,CONS-0434,FARM-0009,Elephant Yam (Suran),12.0,1,0.0014,0.104,0.1026,98.7,98.7
ORD-001079,CONS-0265,FARM-0125,Elephant Yam (Suran),6.1,4,0.0029,0.416,0.4131,99.3,99.3
ORD-001080,CONS-0002,FARM-0097,Tomato,4.8,7,0.004,0.728,0.724,99.5,99.5
ORD-001081,CONS-0204,FARM-0143,Methi,13.3,8,0.0128,0.832,0.8192,98.5,98.5
ORD-001082,CONS-0693,FARM-0119,Onion,3.3,3,0.0012,0.312,0.3108,99.6,99.6
ORD-001083,CONS-0390,FARM-0052,Methi,6.3,4,0.003,0.416,0.413,99.3,99.3
ORD-001084,CONS-0121,FARM-0110,Tomato,10.3,1,0.0012,0.104,0.1028,98.8,98.8
ORD-001085,CONS-0324,FARM-0138,Brinjal,16.8,7,0.0141,0.728,0.7139,98.1,98.1
ORD-001086,CONS-0754,FARM-0127,Peas,8.2,8,0.0079,0.832,0.8241,99.1,99.1
ORD-001087,CONS-0133,FARM-0086,Tomato,3.9,8,0.0037,0.832,0.8283,99.6,99.6
ORD-001088,CONS-0385,FARM-0064,Tomato,11.0,7,0.0092,0.728,0.7188,98.7,98.7
ORD-001089,CONS-0685,FARM-0010,Onion,22.2,4,0.0107,0.416,0.4053,97.4,97.4
ORD-001090,CONS-0798,FARM-0080,Bhindi (Ladies finger),8.3,8,0.008,0.832,0.824,99.0,99.0
ORD-001091,CONS-0492,FARM-0050,Tomato,3.5,2,0.0008,0.208,0.2072,99.6,99.6
ORD-001092,CONS-0154,FARM-0056,Peas,12.8,9,0.0138,0.936,0.9222,98.5,98.5
ORD-001093,CONS-0209,FARM-0132,Methi,9.1,2,0.0022,0.208,0.2058,98.9,98.9
ORD-001094,CONS-0492,FARM-0042,Elephant Yam (Suran),0.2,6,0.0001,0.624,0.6239,100.0,100.0
ORD-001095,CONS-0639,FARM-0006,Potato,19.2,6,0.0138,0.624,0.6102,97.8,97.8
ORD-001096,CONS-0345,FARM-0018,Onion,10.1,3,0.0036,0.312,0.3084,98.8,98.8
ORD-001097,CONS-0503,FARM-0005,Onion,4.1,2,0.001,0.208,0.207,99.5,99.5
ORD-001098,CONS-0131,FARM-0005,Elephant Yam (Suran),5.5,3,0.002,0.312,0.31,99.4,99.4
ORD-001099,CONS-0514,FARM-0086,Tomato,2.4,7,0.002,0.728,0.726,99.7,99.7
ORD-001100,CONS-0173,FARM-0005,Onion,9.5,6,0.0068,0.624,0.6172,98.9,98.9
ORD-001101,CONS-0555,FARM-0111,Methi,6.7,3,0.0024,0.312,0.3096,99.2,99.2
ORD-001102,CONS-0394,FARM-0122,Onion,18.5,9,0.02,0.936,0.916,97.9,97.9
ORD-001103,CONS-0293,FARM-0088,Elephant Yam (Suran),18.2,1,0.0022,0.104,0.1018,97.9,97.9
ORD-001104,CONS-0017,FARM-0088,Brinjal,13.1,2,0.0031,0.208,0.2049,98.5,98.5
ORD-001105,CONS-0547,FARM-0017,Bhindi (Ladies finger),7.3,8,0.007,0.832,0.825,99.2,99.2
ORD-001106,CONS-0402,FARM-0139,Brinjal,21.0,2,0.005,0.208,0.203,97.6,97.6
ORD-001107,CONS-0203,FARM-0006,Methi,23.4,1,0.0028,0.104,0.1012,97.3,97.3
ORD-001108,CONS-0262,FARM-0080,Bhindi (Ladies finger),2.9,1,0.0003,0.104,0.1037,99.7,99.7
ORD-001109,CONS-0383,FARM-0017,Methi,8.7,7,0.0073,0.728,0.7207,99.0,99.0
ORD-001110,CONS-0626,FARM-0008,Tomato,10.5,5,0.0063,0.52,0.5137,98.8,98.8
ORD-001111,CONS-0400,FARM-0017,Methi,6.1,9,0.0066,0.936,0.9294,99.3,99.3
ORD-001112,CONS-0676,FARM-0081,Onion,20.2,3,0.0073,0.312,0.3047,97.7,97.7
ORD-001113,CONS-0474,FARM-0109,Methi,9.7,1,0.0012,0.104,0.1028,98.8,98.8
ORD-001114,CONS-0202,FARM-0141,Methi,25.5,4,0.0122,0.416,0.4038,97.1,97.1
ORD-001115,CONS-0495,FARM-0144,Brinjal,16.3,1,0.002,0.104,0.102,98.1,98.1
ORD-001116,CONS-0554,FARM-0067,Tomato,12.3,9,0.0133,0.936,0.9227,98.6,98.6
ORD-001117,CONS-0096,FARM-0052,Methi,3.1,5,0.0019,0.52,0.5181,99.6,99.6
ORD-001118,CONS-0313,FARM-0064,Green Chilli,3.4,8,0.0033,0.832,0.8287,99.6,99.6
